2025-03-06 10:09:01.811 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741277341811; nextExpiration=1741277341810; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:28.895 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.h.c.ssl.SSLConnectionSocketFactory   :  negotiated protocol: TLSv1.3
2025-03-06 10:35:28.895 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.h.c.ssl.SSLConnectionSocketFactory   :  negotiated cipher suite: TLS_AES_256_GCM_SHA384
2025-03-06 10:35:28.896 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.h.c.ssl.SSLConnectionSocketFactory   :  peer principal: CN=api.telegram.org
2025-03-06 10:35:28.896 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.h.c.ssl.SSLConnectionSocketFactory   :  peer alternative names: [api.telegram.org, www.api.telegram.org]
2025-03-06 10:35:28.896 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.h.c.ssl.SSLConnectionSocketFactory   :  issuer principal: CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O="GoDaddy.com, Inc.", L=Scottsdale, ST=Arizona, C=US
2025-03-06 10:35:28.896 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] .i.c.DefaultHttpClientConnectionOperator : Connection established 10.22.173.17:61140<->149.154.167.220:443
2025-03-06 10:35:28.896 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] h.i.c.DefaultManagedHttpClientConnection : http-outgoing-21: set socket timeout to 75000
2025-03-06 10:35:28.896 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.http.impl.execchain.MainClientExec   : Executing request POST /bot7634429333:AAFSh1O6KNWPYnsB1JY12XljkTeLZ3918uU/getupdates HTTP/1.1
2025-03-06 10:35:28.896 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.http.impl.execchain.MainClientExec   : Target auth state: UNCHALLENGED
2025-03-06 10:35:28.896 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.http.impl.execchain.MainClientExec   : Proxy auth state: UNCHALLENGED
2025-03-06 10:35:28.897 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> POST /bot7634429333:AAFSh1O6KNWPYnsB1JY12XljkTeLZ3918uU/getupdates HTTP/1.1
2025-03-06 10:35:28.897 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> charset: UTF-8
2025-03-06 10:35:28.897 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> Content-Length: 88
2025-03-06 10:35:28.897 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> Content-Type: application/json; charset=UTF-8
2025-03-06 10:35:28.897 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> Host: api.telegram.org
2025-03-06 10:35:28.897 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> Connection: Keep-Alive
2025-03-06 10:35:28.897 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> User-Agent: Apache-HttpClient/4.5.13 (Java/23.0.2)
2025-03-06 10:35:28.897 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> Accept-Encoding: gzip,deflate
2025-03-06 10:35:28.897 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "POST /bot7634429333:AAFSh1O6KNWPYnsB1JY12XljkTeLZ3918uU/getupdates HTTP/1.1[\r][\n]"
2025-03-06 10:35:28.897 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "charset: UTF-8[\r][\n]"
2025-03-06 10:35:28.897 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "Content-Length: 88[\r][\n]"
2025-03-06 10:35:28.898 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "Content-Type: application/json; charset=UTF-8[\r][\n]"
2025-03-06 10:35:28.898 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "Host: api.telegram.org[\r][\n]"
2025-03-06 10:35:28.898 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "Connection: Keep-Alive[\r][\n]"
2025-03-06 10:35:28.898 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "User-Agent: Apache-HttpClient/4.5.13 (Java/23.0.2)[\r][\n]"
2025-03-06 10:35:28.898 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "Accept-Encoding: gzip,deflate[\r][\n]"
2025-03-06 10:35:28.898 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "[\r][\n]"
2025-03-06 10:35:28.898 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "{"offset":464650050,"limit":100,"timeout":50,"allowed_updates":[],"method":"getupdates"}"
2025-03-06 10:35:29.524 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278929524; nextExpiration=1741278929522; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:30.525 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278930525; nextExpiration=1741278930524; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:31.527 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278931527; nextExpiration=1741278931525; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:32.528 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278932528; nextExpiration=1741278932527; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:33.529 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278933529; nextExpiration=1741278933528; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:34.530 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278934530; nextExpiration=1741278934529; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:35.531 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278935531; nextExpiration=1741278935530; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:36.533 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278936533; nextExpiration=1741278936531; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:37.535 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278937535; nextExpiration=1741278937533; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:38.536 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278938536; nextExpiration=1741278938535; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:39.538 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278939538; nextExpiration=1741278939536; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:40.540 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278940540; nextExpiration=1741278940538; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:41.541 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278941541; nextExpiration=1741278941540; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:42.542 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278942541; nextExpiration=1741278942541; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:43.543 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278943543; nextExpiration=1741278943541; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:44.545 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278944545; nextExpiration=1741278944543; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:45.546 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278945546; nextExpiration=1741278945545; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:46.548 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278946548; nextExpiration=1741278946546; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:47.550 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278947549; nextExpiration=1741278947548; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:48.551 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278948551; nextExpiration=1741278948549; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:49.553 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278949553; nextExpiration=1741278949551; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:50.555 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278950555; nextExpiration=1741278950553; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:51.557 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278951557; nextExpiration=1741278951555; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:52.558 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278952558; nextExpiration=1741278952557; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:53.560 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278953560; nextExpiration=1741278953558; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:54.562 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278954562; nextExpiration=1741278954560; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:55.564 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278955563; nextExpiration=1741278955562; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:56.565 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278956565; nextExpiration=1741278956563; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:57.567 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278957567; nextExpiration=1741278957565; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:58.569 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278958568; nextExpiration=1741278958567; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:35:59.570 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278959570; nextExpiration=1741278959568; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:00.571 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278960571; nextExpiration=1741278960570; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:01.573 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278961573; nextExpiration=1741278961571; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:02.575 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278962574; nextExpiration=1741278962573; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:03.576 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278963576; nextExpiration=1741278963574; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:04.578 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278964578; nextExpiration=1741278964576; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:05.580 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278965579; nextExpiration=1741278965578; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:06.581 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278966580; nextExpiration=1741278966579; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:07.582 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278967582; nextExpiration=1741278967580; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:08.584 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278968584; nextExpiration=1741278968582; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:09.586 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278969586; nextExpiration=1741278969584; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:10.588 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278970588; nextExpiration=1741278970586; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:11.590 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278971589; nextExpiration=1741278971588; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:12.591 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278972591; nextExpiration=1741278972589; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:13.593 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278973593; nextExpiration=1741278973591; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:14.594 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278974594; nextExpiration=1741278974593; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:15.595 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278975594; nextExpiration=1741278975594; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:16.596 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278976596; nextExpiration=1741278976594; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:17.598 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278977598; nextExpiration=1741278977596; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:18.600 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278978599; nextExpiration=1741278978598; keyCount=0; hasEvents=false; eval=false
2025-03-06 10:36:19.082 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "HTTP/1.1 200 OK[\r][\n]"
2025-03-06 10:36:19.082 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "Server: nginx/1.18.0[\r][\n]"
2025-03-06 10:36:19.083 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "Date: Thu, 06 Mar 2025 16:36:19 GMT[\r][\n]"
2025-03-06 10:36:19.083 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "Content-Type: application/json[\r][\n]"
2025-03-06 10:36:19.083 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "Content-Length: 23[\r][\n]"
2025-03-06 10:36:19.083 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "Connection: keep-alive[\r][\n]"
2025-03-06 10:36:19.083 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "Strict-Transport-Security: max-age=31536000; includeSubDomains; preload[\r][\n]"
2025-03-06 10:36:19.083 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "Access-Control-Allow-Origin: *[\r][\n]"
2025-03-06 10:36:19.083 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "Access-Control-Allow-Methods: GET, POST, OPTIONS[\r][\n]"
2025-03-06 10:36:19.083 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "Access-Control-Expose-Headers: Content-Length,Content-Type,Date,Server,Connection[\r][\n]"
2025-03-06 10:36:19.084 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "[\r][\n]"
2025-03-06 10:36:19.084 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 << "{"ok":true,"result":[]}"
2025-03-06 10:36:19.084 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 << HTTP/1.1 200 OK
2025-03-06 10:36:19.084 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 << Server: nginx/1.18.0
2025-03-06 10:36:19.084 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 << Date: Thu, 06 Mar 2025 16:36:19 GMT
2025-03-06 10:36:19.084 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 << Content-Type: application/json
2025-03-06 10:36:19.084 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 << Content-Length: 23
2025-03-06 10:36:19.084 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 << Connection: keep-alive
2025-03-06 10:36:19.084 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 << Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
2025-03-06 10:36:19.085 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 << Access-Control-Allow-Origin: *
2025-03-06 10:36:19.085 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 << Access-Control-Allow-Methods: GET, POST, OPTIONS
2025-03-06 10:36:19.085 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 << Access-Control-Expose-Headers: Content-Length,Content-Type,Date,Server,Connection
2025-03-06 10:36:19.085 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.http.impl.execchain.MainClientExec   : Connection can be kept alive indefinitely
2025-03-06 10:36:19.086 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] h.i.c.PoolingHttpClientConnectionManager : Connection [id: 21][route: {s}->https://api.telegram.org:443] can be kept alive indefinitely
2025-03-06 10:36:19.086 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] h.i.c.DefaultManagedHttpClientConnection : http-outgoing-21: set socket timeout to 0
2025-03-06 10:36:19.086 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] h.i.c.PoolingHttpClientConnectionManager : Connection released: [id: 21][route: {s}->https://api.telegram.org:443][total available: 1; route allocated: 1 of 2; total allocated: 1 of 100]
2025-03-06 10:36:19.204 DEBUG 46031 --- [Catalina-utility-2] org.apache.catalina.session.ManagerBase  : Start expire sessions StandardManager at 1741278979203 sessioncount 0
2025-03-06 10:36:19.204 DEBUG 46031 --- [Catalina-utility-2] org.apache.catalina.session.ManagerBase  : End expire sessions StandardManager processingTime 1 expired sessions: 0
2025-03-06 10:36:19.592 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.h.client.protocol.RequestAddCookies  : CookieSpec selected: default
2025-03-06 10:36:19.593 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.h.client.protocol.RequestAuthCache   : Auth cache not set in the context
2025-03-06 10:36:19.593 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] h.i.c.PoolingHttpClientConnectionManager : Connection request: [route: {s}->https://api.telegram.org:443][total available: 1; route allocated: 1 of 2; total allocated: 1 of 100]
2025-03-06 10:36:19.593 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] h.i.c.PoolingHttpClientConnectionManager : Connection leased: [id: 21][route: {s}->https://api.telegram.org:443][total available: 0; route allocated: 1 of 2; total allocated: 1 of 100]
2025-03-06 10:36:19.593 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] h.i.c.DefaultManagedHttpClientConnection : http-outgoing-21: set socket timeout to 0
2025-03-06 10:36:19.593 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] h.i.c.DefaultManagedHttpClientConnection : http-outgoing-21: set socket timeout to 75000
2025-03-06 10:36:19.593 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.http.impl.execchain.MainClientExec   : Executing request POST /bot7634429333:AAFSh1O6KNWPYnsB1JY12XljkTeLZ3918uU/getupdates HTTP/1.1
2025-03-06 10:36:19.594 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.http.impl.execchain.MainClientExec   : Target auth state: UNCHALLENGED
2025-03-06 10:36:19.594 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] o.a.http.impl.execchain.MainClientExec   : Proxy auth state: UNCHALLENGED
2025-03-06 10:36:19.594 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> POST /bot7634429333:AAFSh1O6KNWPYnsB1JY12XljkTeLZ3918uU/getupdates HTTP/1.1
2025-03-06 10:36:19.594 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> charset: UTF-8
2025-03-06 10:36:19.594 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> Content-Length: 88
2025-03-06 10:36:19.594 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> Content-Type: application/json; charset=UTF-8
2025-03-06 10:36:19.594 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> Host: api.telegram.org
2025-03-06 10:36:19.594 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> Connection: Keep-Alive
2025-03-06 10:36:19.594 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> User-Agent: Apache-HttpClient/4.5.13 (Java/23.0.2)
2025-03-06 10:36:19.594 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.headers                  : http-outgoing-21 >> Accept-Encoding: gzip,deflate
2025-03-06 10:36:19.595 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "POST /bot7634429333:AAFSh1O6KNWPYnsB1JY12XljkTeLZ3918uU/getupdates HTTP/1.1[\r][\n]"
2025-03-06 10:36:19.595 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "charset: UTF-8[\r][\n]"
2025-03-06 10:36:19.595 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "Content-Length: 88[\r][\n]"
2025-03-06 10:36:19.595 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "Content-Type: application/json; charset=UTF-8[\r][\n]"
2025-03-06 10:36:19.595 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "Host: api.telegram.org[\r][\n]"
2025-03-06 10:36:19.595 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "Connection: Keep-Alive[\r][\n]"
2025-03-06 10:36:19.595 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "User-Agent: Apache-HttpClient/4.5.13 (Java/23.0.2)[\r][\n]"
2025-03-06 10:36:19.595 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "Accept-Encoding: gzip,deflate[\r][\n]"
2025-03-06 10:36:19.595 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "[\r][\n]"
2025-03-06 10:36:19.595 DEBUG 46031 --- [KoalAPEX_first_bot Telegram Connection] org.apache.http.wire                     : http-outgoing-21 >> "{"offset":464650050,"limit":100,"timeout":50,"allowed_updates":[],"method":"getupdates"}"
2025-03-06 10:36:19.601 DEBUG 46031 --- [http-nio-8080-Poller] org.apache.tomcat.util.net.NioEndpoint   : timeout completed: keys processed=0; now=1741278979601; nextExpiration=1741278979599; keyCount=0; hasEvents=false; eval=false
